twi_query,cleaned_query,intent,twi_response,english_translation,source
"Me ba no anya cholera na ne ho nsuo asa koraa, meko ayaresabea ben wo Accra?",me ba no anya cholera na ne ho nsuo asa koraa meko ayaresabea ben wo accra,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
Mɛde dɛn ama me nana de anom sɛ obi anya cholera?,mɛde dɛn ama me nana de anom sɛ obi anya cholera,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Se obi nnom ORS ntem ara wo cholera mu a, eye asinae?",se obi nnom ors ntem ara wo cholera mu a eye asinae,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Ghana Health Service de aduru ben ma cholera yarefoo anaa enye saa?,ghana health service de aduru ben ma cholera yarefoo anaa enye saa,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Nsuo a yede hohoro nnuane mu betumi de chloera ba?,nsuo a yede hohoro nnuane mu betumi de chloera ba,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Sɛ obi asa cholera yare a, ɔbɛtumi anya bio aana wo nim?",sɛ obi asa cholera yare a ɔbɛtumi anya bio aana wo nim,recovery_query,"Aane, wubetumi anya cholera bio sɛ woka nsuo anaa aduane a efi wɔ mu bio. Nea ɛho hia ne sɛ wobɛkɔ so de mmara a ɛbɔ ho ban no adi dwuma daa.","Yes, you can get cholera again if you're exposed to contaminated water or food again. It's important to continue practicing prevention measures at all times.",CDC
Mede den bo me mma ho ban afiri cholera ho?,mede den bo me mma ho ban afiri cholera ho,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Me nana no rentumi nnyina na ne nan mu apow, dɛn mɛyɛ?",me nana no rentumi nnyina na ne nan mu apow dɛn mɛyɛ,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
Nnuane a yɛtɔ wɔ kwan ho betumi de yareɛ no aba?,nnuane a yɛtɔ wɔ kwan ho betumi de yareɛ no aba,transmission_query,"Aane, nnuane a wɔtɔn no kwan ho a yɛankata so na ɛyɛ nwunu betumi anya cholera mmoawa afiri mfifiseɛ hɔ. Di aduane a ɛyɛ hyere paa.","Can food sold on the street bring the disease? Yes, food sold by the roadside that is uncovered and cold can get cholera bacteria from flies. Eat very hot food.",Ghana Ministry of Health
Dɛn de cholera de ba Ghana?,dɛn de cholera de ba ghana,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Cholera traetment no akye bere ben?,cholera traetment no akye bere ben,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Filter bi wo ho a etumi siesie nsuo mifri cholera mmoawa mu?,filter bi wo ho a etumi siesie nsuo mifri cholera mmoawa mu,water_treatment_methods_query,"Aane, nsuo filter a ɛyɛ fine (ceramic anaa membrane filters) tumi yi cholera mmoawa firi nsuo mu. Nanso sɛ wode bɛka chlorine anaa wonua bio a, ɛyɛ papa kyɛn.","Yes, fine water filters such as ceramic or membrane filters can remove cholera bacteria. Combining filtration with boiling or chlorination is even safer.",WHO Ghana
Ɛwɔ sɛ me telephone ambulance bere bɛn paa?,ɛwɔ sɛ me telephone ambulance bere bɛn paa,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
Se me nom nsuo a yenua mu a cholera beba wo nim?,se me nom nsuo a yenua mu a cholera beba wo nim,transmission_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Aduane bɛn na eye ma obi a ɔfiri hcolera mu reyɛ akwakwa?,aduane bɛn na eye ma obi a ɔfiri hcolera mu reyɛ akwakwa,recovery_query,"Di aduane a ɛyɛ mmerɛw te sɛ ɛmo, apotoyewa, ne nsuo pii de boa nipadua no ma ɔnsan nnya n'ahoɔden. Twe wo ho firi aduane a ɛyɛ den anaa nea ɛyɛ srade dodoɔ ho kakra.","Eat light foods like rice porridge, bananas, and drink plenty of fluids to help the body regain strength. Avoid heavy or very fatty foods for a while.",Ghana Ministry of Health
Den mfifisee na wode cholera ba aduane mu ɛnte saa?,den mfifisee na wode cholera ba aduane mu ɛnte saa,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Ɛbɛtumi ayɛ cholera na meyare da mmienu nko wo nim?,ɛbɛtumi ayɛ cholera na meyare da mmienu nko wo nim,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
"Sɛ me kɔ oman a wɔwɔ cholera hɔ a, dɛn na mɛyɛ anaa?",sɛ me kɔ oman a wɔwɔ cholera hɔ a dɛn na mɛyɛ anaa,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Sɛ me ho nsuo asa a, dɛn nsenkyerɛne na ɛba anaa ɛnyɛ saa?",sɛ me ho nsuo asa a dɛn nsenkyerɛne na ɛba anaa ɛnyɛ saa,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana Health Service
Nsuo a ɛwɔ agya mu betmui de cholera ba wo nim?,nsuo a ɛwɔ agya mu betmui de cholera ba wo nim,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Afeɛ pii na me ho, ɛyɛ choelra?",afeɛ pii na me ho ɛyɛ choelra,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
"Aduane a obi de nsa komaa me a obi no wo cholera, eye asiane?",aduane a obi de nsa komaa me a obi no wo cholera eye asiane,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
"Chatbot, ma me cholera ho nhyehyɛe wo nim?",chatbot ma me cholera ho nhyehyɛe wo nim,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,WHO Ghana
Cholera tumi ma me ani gye uhro anaa?,cholera tumi ma me ani gye uhro anaa,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
Kwan ben so na cholera bacteria fa ko obi ho?,kwan ben so na cholera bacteria fa ko obi ho,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Ayamtuo ne afeɛ yɛ cholera nsenkyerɛne titiriw,ayamtuo ne afeɛ yɛ cholera nsenkyerɛne titiriw,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana
Cholera betumi akum obi anaa?,cholera betumi akum obi anaa,complications_query,"Aane, sɛ wɔansa cholera ntɛm na nsuo a ayera no ɔntɛm nsan mma a, ebetumi akum obi. Nanso sɛ yɛde ORS anaa IV fluids sa no ntɛm a, ɛtaa nkum obiara.","Yes, cholera can be fatal if the fluid loss is not quickly reversed, but with prompt ORS or IV fluid treatment, it rarely kills.",CDC
Cholera bacteria betumi atena aduane mu nnɔnhwerew dodo bɛn wo nim?,cholera bacteria betumi atena aduane mu nnɔnhwerew dodo bɛn wo nim,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Yarefoɔ no 'nani apɔn na ɔrente nsɛm, ɛwɔ sɛ me ma no ORS anaa ɛnyɛ saa?",yarefoɔ no nani apɔn na ɔrente nsɛm ɛwɔ sɛ me ma no ors anaa ɛnyɛ saa,emergency_query,"Sɛ n'ani da hɔ na ɔbetumi anom a, ma no ORS nkakrakakra na monsɔre nkɔ ayaresabea seesei. Sɛ ɔrente nsɛm koraa a, mmfa nnom no na wankɔfe.","The patient's eyes are sunken and they are unresponsive, should I give them ORS? If they are conscious and able to swallow, give them ORS in small sips and head to the hospital right now. If completely unconscious, do not force them to drink so they don't choke.",CDC Ghana
Cholrea tumi kum obi wɔ nnɔnhwerew bɛn mu ɛnte saa?,cholrea tumi kum obi wɔ nnɔnhwerew bɛn mu ɛnte saa,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
Community health worker betumi aboa sen wo cholera amannee bo mu wo nim?,community health worker betumi aboa sen wo cholera amannee bo mu wo nim,reporting_query,"Wobetumi de nsɛm a wɔahunu no kɔma ayaresabea ntɛm, na wɔaboa ma wɔasiw asɛm no ano ansa na atrɛw kɔ mmeaɛ foforo.",They can quickly relay findings to health facilities and help contain the situation before it spreads to other areas.,Ghana Health Service
"Response no yɛ fɛ, medaase anaa ɛnyɛ saa?",response no yɛ fɛ medaase anaa ɛnyɛ saa,general_greeting,Meda wo ase nso! Apɔwmuden yɛ adɛn kɛseɛ. Hwɛ wo ho so yie na kɔ so horo wo nsa.,"The response is beautiful, thank you. Thank you too! Health is wealth. Take good care of yourself and keep washing your hands.",Ghana NLP
Aquatabs ye den na yede di dwuma?,aquatabs ye den na yede di dwuma,water_treatment_methods_query,"Aquatabs yɛ nsuo siesie aduro a ekum mmoawa a ɛwɔ nsuo mu, ɛno nti wonom nsuo pa a ɛrenkeka wo cholera.","Aquatabs is a water purification tablet that kills germs in water, helping you drink safe water that won't give you cholera.",Ghana Health Service
Heffa na yeye vaccine wo Ghana ha?,heffa na yeye vaccine wo ghana ha,prevention_query,Ghana Health Service taa yɛ cholera vaccine dwumadie wɔ mmeae a yareɛ no atae asi. Kɔ government hospital a ɛbɛn wo kɔbisa.,Where do they do the vaccine in Ghana? The Ghana Health Service usually conducts cholera vaccine campaigns in areas where the disease breaks out. Go to a government hospital near you to ask.,Ghana Health Service
"Se cholera ba a, ntem ara yede ORS besa, anaase yeko clinic wo nim?",se cholera ba a ntem ara yede ors besa anaase yeko clinic wo nim,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
"Se obi anya cholera a, ewo se yede nkyene nsuo ama no wo nim?",se obi anya cholera a ewo se yede nkyene nsuo ama no wo nim,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Ewo se me telephone ambulance bere ben wo nim?,ewo se me telephone ambulance bere ben wo nim,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
"Ghana NLP, mo adwuma yi boa paa ente saa?",ghana nlp mo adwuma yi boa paa ente saa,general_greeting,Meda wo ase! Ɛyɛ yɛn anigye sɛ yɛde Twi kasa bɛboa ɔmanfoɔ ma wɔanya apɔwmuden afiri cholera ho.,"Ghana NLP, your work helps a lot. Thank you! It is our joy to use the Twi language to help the public gain good health away from cholera.",Ghana NLP
"Me ho ertiti me na meyam hye me, ɛyɛ cholera?",me ho ertiti me na meyam hye me ɛyɛ cholera,symptoms_query,"Dabi, nipadua retiti ne yam hyehyeɛ ntaa nkyerɛ cholera. Cholera nsenkyerɛne titiriw ne ayamtuo a ɛte sɛ nsubɛn.","My body is itching and my stomach burns, is it cholera? No, body itching and stomach burning do not usually indicate cholera. The main symptom of cholera is watery diarrhea.",CDC
Wo yɛ dɛn na woahu sɛ nsuo a woanua no yɛ pa ma nom?,wo yɛ dɛn na woahu sɛ nsuo a woanua no yɛ pa ma nom,water_treatment_methods_query,"Nua nsuo no kosi sɛ ɛbɛpo (rolling boil) simma baako pɛ, na ma ɛnwo ansa na woakora anaa woanom.","Boil the water to a rolling boil for about one minute, then let it cool before storing or drinking.",WHO Ghana
Ma me cholera ho nsɛm,ma me cholera ho nsɛm,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,WHO Ghana
"Sɛ obi de nsa bɛma me nsuo a obi no wɔ cholrea, ɛyɛ asiane anaa ɛnyɛ saa?",sɛ obi de nsa bɛma me nsuo a obi no wɔ cholrea ɛyɛ asiane anaa ɛnyɛ saa,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Sɛ obi afɛ na obi no wɔ chloera, ɛkyerɛ sɛn?",sɛ obi afɛ na obi no wɔ chloera ɛkyerɛ sɛn,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
Cholera eemrgency sign titiriw ne sɛn wo nim?,cholera eemrgency sign titiriw ne sɛn wo nim,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
"Hohoro nnuane ansa na wonoa, ɛboa ampa?",hohoro nnuane ansa na wonoa ɛboa ampa,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
hColera asa wɔ berɛ bɛn mu sɛ yɛde ORS sa?,hcolera asa wɔ berɛ bɛn mu sɛ yɛde ors sa,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
Ehefa na cholera mmoawa pe se wotena ampa?,ehefa na cholera mmoawa pe se wotena ampa,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Wo din de sen ɛnte saa?,wo din de sen ɛnte saa,general_greeting,Me din de Cholera Twi Chatbot. Wobia me biribiara a ɛfa cholera ho a mɛbua wo.,What is your name? My name is Cholera Twi Chatbot. Ask me anything about cholera and I will answer you.,Ghana NLP
Mede den ahohoro ORS paket ansa na meye wo nim?,mede den ahohoro ors paket ansa na meye wo nim,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Cholera emergency sign titiriw ne sɛn anaa ɛnyɛ saa?,cholera emergency sign titiriw ne sɛn anaa ɛnyɛ saa,emergency_query,Ma no ORS nsuo na kɔ ayaresabea a ɛbɛn wo ntɛm ara! Eyi yɛ emergency paa!,Give him ORS and run to the nearest hospital immediately! This is a major emergency!,WHO Ghana
Asikre ne nkyene nsuo ye ORS?,asikre ne nkyene nsuo ye ors,treatment_query,"Aane, sɛ wo nni ORS paket a, wo betumi ayɛ fie ORS nam asikre kɛse ne nkyene ketewa a wobɛfra nsuo pa baako lita mu.","Yes, if you don't have an ORS packet, you can make Home-made ORS by mixing sugar and salt in 1 liter of clean water.",CDC
