twi_query,intent,twi_response,english_translation,source
Yɛbɛtumi anya vaccine afiri cholera ho?,prevention_query,"Aane, vaccine (Oral Cholera Vaccine) wɔ hɔ a Ghana Health Service taa de ma wɔ mmeae a yareɛ no atae asi na ama banbɔ.","Can we get a vaccine against cholera? Yes, there is a vaccine (Oral Cholera Vaccine) that the Ghana Health Service often distributes in outbreak areas to provide protection.",Ghana Health Service
"Mewɔ Sunyani, ayaresabea bɛn na menkɔ?",emergency_query,Kɔ Sunyani Regional Hospital anaa clinic biara a ɛbɛn wo ntɛm ara. Wɔwɔ nnuru a yɛde sa cholera.,"I am in Sunyani, which hospital should I go to? Go to Sunyani Regional Hospital or any clinic near you immediately. They have the treatments for cholera.",Ghana Health Service
"Me ho nsuo asa koraa, dɛn na ɛkyerɛ?",symptoms_query,"Sɛ wo ho nsuo asa a, wobɛhu sɛ wo nsa ne wo nan ho nwoma repipiri (loss of skin elasticity), wo nsa bekyere wo, na woani bɛpɔn. Kɔ ayaresabea!","My fluids are completely gone, what does it mean? If you are severely dehydrated, you will notice your skin wrinkling (loss of skin elasticity), muscle cramps, and sunken eyes. Go to the hospital!",WHO Ghana
"Nsuo a yɛde asikre ne nkyene afra mu no, ɛsɛe mprepren?",treatment_query,"Aane, fie ORS nsuo biara a woayɛ no ntena hɔ nnɔnhwerew 24 akyi. Sɛ akyɛ a, to gu na yɛ foforo.","The water mixed with sugar and salt, does it spoil quickly? Yes, any home-made ORS water you make should not stay past 24 hours. If it lasts long, discard it and make a new one.",CDC
"Good afternoon, chatbot",general_greeting,Mema wo aha! Akwaaba. Me ne wo Cholera Twi Chatbot. Dɛn na mɛtumi akyerɛ wo nnɛ?,"Good afternoon, chatbot. Good afternoon! Welcome. I am your Cholera Twi Chatbot. What can I show you today?",Ghana NLP
"Response no yɛ fɛ, medaase",general_greeting,Meda wo ase nso! Apɔwmuden yɛ adɛn kɛseɛ. Hwɛ wo ho so yie na kɔ so horo wo nsa.,"The response is beautiful, thank you. Thank you too! Health is wealth. Take good care of yourself and keep washing your hands.",Ghana NLP
Asuogya a yɛnkɔ bi betumi afiri cholera aba?,transmission_query,"Dabi, asuogya a wonkɔ nni cholera mu, na mmom ayamtuo kɛseɛ a ɛnto mpa na ɛba. Eyi na ɛde asiane ba.","Can constipation come from cholera? No, constipation does not happen in cholera, rather it causes severe uncontrollable diarrhea. This is what brings danger.",WHO Ghana
"Nnuane a yɛanoa no akyɛ, ɛwɔ sɛ yɛnua bio?",prevention_query,"Aane paa, ɛwɔ sɛ wo nua aduane biara a akyɛ mu yie ma ɛyɛ hyere paa ansa na woadi na woakum mmoawa biara.","Food that was cooked long ago, do we need to heat it again? Yes indeed, you must heat any leftover food thoroughly so it is very hot before eating to kill any bacteria.",Ghana Ministry of Health
"Sɛ me nsa ho fi a, metumi de kyere me ba aduane?",prevention_query,"Dabi, ɛyɛ asiane paa! Hohoro wo nsa ne samina ansa na woayɛ aduane anaa woama wo ba aduane na woanma no cholera.","If my hands are dirty, can I feed my child? No, it is very dangerous! Wash your hands with soap before preparing food or feeding your child so you don't give them cholera.",CDC Ghana
Ghana Health Service bɛtumi aboa me sɛ me fiefoɔ nya yareɛ yi?,emergency_query,"Aane, kɔ government clinic biara a ɛbɛn wo ntɛm ara. Ghana Health Service ama nnuru a ɛho hia gu hɔ kwa ma cholera.","Can the Ghana Health Service help me if my family gets this sickness? Yes, go to any government clinic near you immediately. The Ghana Health Service has provided essential medicines there for free for cholera.",Ghana Health Service
Mepɛ sɛ mehu cholera mmoawa no su,transmission_query,"Cholera mmoawa no yɛ nketenkete a yɛfrɛ no Vibrio cholerae. Yɛnni ani ntaa nhu wɔn, gye sɛ yɛde microscope na ɛhwɛ.","I want to know the nature of the cholera bacteria. The cholera bacteria are tiny organisms called Vibrio cholerae. We cannot see them with our naked eyes, except by using a microscope.",WHO Ghana
"Ayamtuo no akyɛ nnansa, ɛyɛ cholera?",symptoms_query,Ɛbetumi ayɛ cholera anaa yareɛ foforo. Cholera ayamtuo ba ntɛm ara na emu yɛ den. Kɔ ayaresabea ntɛm kɔhwɛ wo ho.,"The diarrhea has lasted three days, is it cholera? It could be cholera or another disease. Cholera diarrhea comes suddenly and is very severe. Go to the hospital quickly to check yourself.",CDC
"Kyei chatbot, ɔkwan bɛn so na metumi abisa nsɛm?",general_greeting,"Akwaaba! Kyere biribiara a wopɛ sɛ wuhu fa cholera nsenkyerɛne, banbɔ anaa ayaresa ho na mɛbua wo.","Hey chatbot, how can I ask questions? Welcome! Type anything you want to know about cholera symptoms, prevention, or treatment and I will answer you.",Ghana NLP
Medaase ma mmuaeɛ no,general_greeting,Meda wo ase nso! Apɔwmuden na yɛrepɛ ma wo. Tena ase asomdwoe mu.,Thank you for the response. Thank you too! We wish you good health. Stay safe.,Ghana NLP
Sɛ meba no anya cholera a metumi ma no nufosuo?,treatment_query,"Aane, sɛ abofra no renum nufosuo a, kɔ so ma no nufosuo no pii ɛfra ORS nsuo no ho na wanya ahoɔden.","If my child gets cholera can I give them breast milk? Yes, if the baby is breastfeeding, keep giving them plenty of breast milk in addition to the ORS water so they gain strength.",WHO Ghana
Efi a ɛgu mmeae pii betumi ama yareɛ no atrɛ?,transmission_query,"Aane paa, sɛ fĩ gu mmeae pii a mfifiseɛ betumi de afiri hɔ abɛgu yɛn nnuane ne nsuo mu na ama cholera atrɛ ntɛm.","Can filth in many places cause the disease to spread? Yes indeed, if filth is scattered, flies can carry it from there into our food and water and cause cholera to spread fast.",Ghana Ministry of Health
"Nsuo a ɛwɔ safe sachet mu, cholera mmoawa betumi awura mu?",transmission_query,"Sɛ sachet water no firi company pa a Ghana Standards Authority apene so a, ɛyɛ banbɔ. Hwɛ yie wɔ nea wotɔ ho.","Water in safe sachets, can cholera bacteria enter it? If the sachet water comes from a good company approved by the Ghana Standards Authority, it is safe. Be careful about where you buy.",Ghana Health Service
"Sɛ me nsa kyere me me nan mu a, ɛdeɛn aduru na ɛbɛboa?",treatment_query,Nom ORS nsuo ntɛm ara na kɔ clinic. Saa nsa kyere yi (muscle cramps) firi nsuo ne nkyene a ɛsa wɔ ho nti.,"If my hands and legs cramp, what medicine will help? Drink ORS water immediately and go to the clinic. These muscle cramps are due to the loss of water and salts from your body.",CDC
"Me ho yɛ hye guwɔɔ, ɛyɛ cholera paa?",symptoms_query,"Cholera ntaa mfa atiridii (fever) kɛseɔ mma. Sɛ atiridii no mu yɛ den a, ebia ɛyɛ malaria anaa yareɛ foforo, nanso kɔ ayaresabea kɔhwɛ.","I feel slightly feverish, is it definitely cholera? Cholera doesn't usually come with high fever. If the fever is severe, it might be malaria or another illness, but go to the hospital to check.",WHO Ghana
Ayamtuo ne afeɛ no kɔ so a metumi de aduru biara a ɛsiw ayamtuo kwan mma yarefoɔ no?,treatment_query,"Dabi, mma no aduru biara a ɛsiw ayamtuo kwan (anti-diarrheal meds) gye sɛ dɔkota na akyerɛ, efisɛ ɛremma mmoawa no mfi ne ho. Ma no ORS mmom.","If the diarrhea and vomiting continue can I give the patient any anti-diarrheal medicine? No, do not give any anti-diarrheal medicine unless prescribed by a doctor, because it prevents the bacteria from leaving the body. Give ORS instead.",CDC Ghana
"Afeɛ no ano yɛ den paa, dɛn ne emergency dwumadie?",emergency_query,"EYI NE EMERGENCY! Sɛ afeɛ no mpa a, mma no nsuo pii wɔ ne ntin (IV fluids) wɔ clinic ntɛm ara na wankɔtɔ mmetegwee.","The vomiting is very severe, what is the emergency action? THIS IS AN EMERGENCY! If the vomiting doesn't stop, let them give him plenty of intravenous fluids (IV fluids) at the clinic immediately so he doesn't collapse.",WHO Ghana
Monya ayaresa ho nkrataa foforo?,general_greeting,Metumi akyerɛ wo cholera ho nsɛm pii. Bisa me biribiara a wopɛ sɛ wuhu fa apɔwmuden ho wɔ saa yareɛ yi ho.,Do you have other medical documents? I can tell you a lot of information about cholera. Ask me anything you want to know about health regarding this disease.,Ghana NLP
"Mema wo adwo, chatbot pa",general_greeting,Mema wo adwo paa! Ɛyɛ me anigye sɛ woaba ha. Dɛn nsɛmmisa na mewɔ ma wo nnɛ fa cholera banbɔ ho?,"Good evening, good chatbot. Good evening indeed! It is my pleasure that you are here. What questions do I have for you today about cholera prevention?",Ghana NLP
Nkurɔfoɔ a wɔwɔ Accra taa nya cholera asuten bere mu?,transmission_query,"Aane, mmeae bi a atwene ne efi dɔɔso wɔ Accra no taa nya cholera wɔ nsutɔ bere mu ɛfiri nsuo a ɛsɛe nti. Ghana Health Service bɔ kɔkɔɔ daa.","Do people in Accra often get cholera during the rainy season? Yes, some areas with blocked drains and filth in Accra often experience cholera in the rainy season due to contaminated water. The Ghana Health Service issues warnings regularly.",Ghana Health Service
Sɛ me nua nsuo no simma dodo na mmoawa no wu?,prevention_query,Noa wo nsuo no ma ɛrehuru yie bɛyɛ simma baako kɔsi simma nnunum na woanya awerɛhyem sɛ cholera mmoawa no awuwu.,If I boil the water for how many minutes will the bacteria die? Boil your water to a rolling boil for about 1 to 5 minutes to be assured that the cholera bacteria are dead.,WHO Ghana
"Nnuru a yɛde chlorine yɛ no, ɛsiw cholera kwan?",prevention_query,"Aane, chlorine tablets te sɛ Aquatabs bɔ nsuo ho ban paa na ɛkum cholera mmoawa biara a ɛwɔ nsuo no mu.","The chemicals made with chlorine, do they prevent cholera? Yes, chlorine tablets like Aquatabs protect water very well and kill any cholera bacteria inside the water.",CDC Ghana
"Me nana yareɔ paa na ne ho nsuo asa, ɔbɛtumi anom fie ORS?",treatment_query,"Sɛ n'ani da hɔ na ɔbetumi anom a, ma no fie ORS no ntɛm ara bere a moretwɛn ambulance anaa sɛ morekɔ ayaresabea.","My grandparent is very sick and dehydrated, can they drink home-made ORS? If they are conscious and able to swallow, give them the home-made ORS immediately while waiting for an ambulance or traveling to the hospital.",Ghana Ministry of Health
"Sɛ obi anom cholera nsuo, ɛyɛ a ɔbɛyɛ yarefoɔ ntɛm?",transmission_query,Ebia betumi afi ase nnɔnhwerew kakraa bi mu kɔsi nna kakra mu. Nnipa pii yare afiri dwuma yi mu ntɛm.,"If someone drinks cholera water, do they become sick quickly? It can start within a few hours to a few days. Many people become sick from this action quickly.",WHO Ghana
"Ghana NLP, mo adwuma yi boa paa",general_greeting,Meda wo ase! Ɛyɛ yɛn anigye sɛ yɛde Twi kasa bɛboa ɔmanfoɔ ma wɔanya apɔwmuden afiri cholera ho.,"Ghana NLP, your work helps a lot. Thank you! It is our joy to use the Twi language to help the public gain good health away from cholera.",Ghana NLP
Me da wo ase ma mmoaeɛ no,general_greeting,Meda wo ase nso! Kɔ so tena ase asomdwoe mu na bɔ wo ho ban afiri cholera yareɛ ho.,I thank you for the help. Thank you too! Keep staying safe and protect yourself from the cholera disease.,Ghana NLP
Sɛ me ho yɛ mmerɛ na mefe nsubɛn a ɛwɔ he na menkɔ wɔ Kumasi?,emergency_query,Kɔ Komfo Anokye Teaching Hospital anaa government hospital biara a ɛbɛn wo wɔ Kumasi ntɛm ara! Ɛyɛ emergency!,If I feel weak and vomit rice-water where should I go in Kumasi? Go to Komfo Anokye Teaching Hospital or any government hospital near you in Kumasi immediately! It is an emergency!,Ghana Health Service
Ayamtuo a atiridii nnim betumi ayɛ cholera?,symptoms_query,"Aane paa, cholera ayamtuo taa ba a atiridii (fever) kɛseɛ nnim. Ɛno nti hwɛ yie na ma no ORS nsuo.","Can diarrhea without fever be cholera? Yes indeed, cholera diarrhea usually occurs without a high fever. Therefore, be careful and give ORS water.",CDC
Mfifiseɛ betumi de cholera afiri beae a efi guom?,transmission_query,"Aane, mfifiseɛ bɔ efi ne atwene ho na wɔde mmoawa no gu yɛn nnuane so. Eyi nti yɛnkata nnuane so yie bere biara.","Can flies bring cholera from places where waste is dumped? Yes, flies visit waste and drains and then deposit the bacteria onto our food. Therefore, let us cover food well at all times.",WHO Ghana
Sɛ me ho nni samina a metumi de nsuo kwa ahohoro me nsa?,prevention_query,Nsuo kwa ntaa nkum cholera mmoawa no yie. Fa samina anaa nsofa (ash) fra mu ahoro wo nsa na woanya banbɔ pa.,If I don't have soap can I use water alone to wash my hands? Water alone usually doesn't kill the cholera bacteria effectively. Use soap or mix with ash to wash your hands for proper protection.,CDC Ghana
"Me ho nsuo asa na meyam rekyere me, dɛn aduru na ɛwɔ hɔ?",treatment_query,"Nom ORS nsuo ntɛm ara. Sɛ wo nni bi a, yɛ fie ORS (asikre ne nkyene nsuo) na nom na woanya ahoɔden ansa na woakɔ clinic.","My fluids are gone and my stomach is cramping, what medicine is there? Drink ORS water immediately. If you don't have any, make home-made ORS (sugar and salt water) and drink to gain strength before going to the clinic.",Ghana Ministry of Health
"Mema wo akye chatbot, ete sɛn?",general_greeting,"Mema wo akye paa! Me ho yɛ, akwaaba. Dɛn nsɛm na wopɛ sɛ mekyerɛ wo fa cholera ho nnɛ?","Good morning chatbot, how is it? Good morning indeed! I am fine, welcome. What information do you want me to show you about cholera today?",Ghana NLP
"Chatbot, wo tumi kasa Fante mu?",general_greeting,"Aane, metumi te Fante ne Akuapem Twi nso mu kakra efisɛ yɛn nyinaa yɛ Akan. Bisa me cholera ho nsɛm biara.","Chatbot, can you speak Fante? Yes, I can understand Fante and Akuapem Twi a bit as well because we are all Akan. Ask me any questions about cholera.",Ghana NLP
"Ayamtuo no te sɛ mrose nsuo, ɛho hia clinic?",emergency_query,EYI NE EMERGENCY! Ayamtuo a ɛte sɛ mrose nsuo (rice-water) kyerɛ sɛ cholera no mu yɛ den paa. Kɔ clinic mprepren ara!,"The diarrhea looks like rice water, is the clinic necessary? THIS IS AN EMERGENCY! Diarrhea that looks like rice-water means the cholera is very severe. Go to the clinic right away!",WHO Ghana
Sɛ yɛtɔ nsuo wɔ kwan ho a ɛbɛtumi ama yɛanya cholera?,transmission_query,"Aane, sɛ nsuo no firi beae a ho nni fĩ anaa yɛanyɛ no yie a, cholera mmoawa betumi atena mu na afra wo ho. Hwɛ nea wotɔ yie.","If we buy water on the street can it cause us to get cholera? Yes, if the water comes from an unhygienic source or wasn't processed well, cholera bacteria can live in it and infect you. Be careful about what you buy.",CDC Ghana
Mɛyɛ deɛn na me fiefoɔ anya atiridii ne ayamtuo?,prevention_query,"Ma wo mpɔtam hɔ nni fĩ, nua wo nsuo, na horo wo nsa daa. Sɛ ayamtuo ba a ma no ORS na kɔ clinic.","What can I do so my family doesn't get fever and diarrhea? Keep your environment clean, boil your water, and wash your hands regularly. If diarrhea occurs give ORS and go to the clinic.",Ghana Ministry of Health
ORS paket no yɛ aduru a yɛtɔn no mma?,treatment_query,"Aane, yɛtɔn no wɔ aduruyɛdan (pharmacy) biara, na Ghana Health Service nso de ma kwa wɔ government clinics pii mu.","The ORS packet, is it a medicine that is sold? Yes, it is sold at any pharmacy, and the Ghana Health Service also distributes it for free at many government clinics.",Ghana Health Service
Sɛ me ba no refe na ɔrentumi nnom ORS nsuo no nso?,emergency_query,"KƆ AYARESABEA NTƐM ARA! Sɛ ɔrentumi nnom nsuo a, ɛwɔ sɛ dɔkota de nsuo fa ne ntin mu (IV fluids) ntɛm na wankɔwu.","What if my child is vomiting and cannot drink the ORS water either? GO TO THE HOSPITAL IMMEDIATELY! If they cannot drink water, the doctor must give fluids through their veins (IV fluids) quickly so they don't die.",WHO Ghana
Medaase paa chatbot,general_greeting,Meda wo ase nso! Apɔwmuden yɛ adɛn kɛse. Kɔ so bɔ wo ho ban afiri cholera yareɛ ho.,Thank you very much chatbot. Thank you too! Health is wealth. Keep protecting yourself from the cholera disease.,Ghana NLP
"Yaa nua, wo ho te sɛn?",general_greeting,"Me ho yɛ, akwaaba! Me ne Cholera Twi Chatbot. Metumi abua wo cholera ho nsɛmmisa biara.","Hello brother/sister, how are you? I am fine, welcome! I am the Cholera Twi Chatbot. I can answer any cholera questions.",Ghana NLP
Sɛ nkurɔfoɔ gu fĩ gu nkuraa ase a ɛde cholera ba?,transmission_query,"Aane paa, adagya mu tena (open defecation) ma cholera bacteria fa nsuo mu kɔnom mu na ɛtrɛ yareɛ no ntɛm wɔ nkuraa ase.","If people defecate in the open in rural areas does it cause cholera? Yes indeed, open defecation allows cholera bacteria to travel through water sources into drinking water and spreads the disease fast in rural areas.",CDC Ghana
"Me nsa bekyere me afiri ayamtuo nti, ɛyɛ dɛn?",symptoms_query,Eyi kyerɛ sɛ wo ho nsuo ne nkyene pii asa afiri nipadua no mu (severe dehydration). Nom ORS ntɛm na kɔ clinic.,"My hands are cramping because of diarrhea, what is it? This means a lot of water and essential salts have depleted from your body (severe dehydration). Drink ORS quickly and go to the clinic.",WHO Ghana
"Nsuo a yɛde chlorine akyekyere mu, ɛyɛ safe ma mmofra?",prevention_query,"Aane, nsuo a yɛde chlorine (te sɛ Aquatabs) akyekyere mu yɛ safe paa ma mmofra ne mpanyimfoɔ nom na ɛsiw cholera kwan.","Water treated with chlorine, is it safe for children? Yes, water treated with chlorine (like Aquatabs) is very safe for children and adults to drink and prevents cholera.",Ghana Ministry of Health
"Sɛ me ba no ho ayɛ mmerɛ na n'ani apɔn, dɛn na mɛyɛ?",emergency_query,EYI NE EMERGENCY KƐSE! Fa no kɔ ayaresabea mprepren ara. N'ani a apɔn kyerɛ sɛ wo ho nsuo asa koraa.,"If my child becomes very weak and eyes are sunken, what should I do? THIS IS A HUGE EMERGENCY! Take them to the hospital right away. Sunken eyes indicate severe fluid loss.",WHO Ghana
"Me fiefoɔ pɛ sɛ wɔnom nsuo firi abutuo mu, ɔkwan bɛn so na yɛbɛyɛ no safe?",prevention_query,"Noa nsuo no ma ɛrehuru yie ansa na moanom, anaa monsɔn mu na momfa aduru a ɛkyekyere nsuo mu afra mu.","My family wants to drink water from a well, how can we make it safe? Boil the water until it bubbles before you drink, or filter it and mix it with water purification tablets.",CDC Ghana
